identifier,serie,title,date,langue
oai:persee:article/keryl_1275-6229_1991_act_1_1_874,Publications de l'Académie des Inscriptions et Belles-Lettres,"«Τῆς ψυχῆς ἐπιμελεῖσθαι». Jan Patočka, Platon et la phénoménologie",1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_875,Publications de l'Académie des Inscriptions et Belles-Lettres,Platon et Plotin sur les parties de l'autre (résumé),1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_865,Publications de l'Académie des Inscriptions et Belles-Lettres,"Le sens d'une alternative (Phédon, 78 b) ou : de l'utilité des commentaires néo-platoniciens",1991,fre
oai:persee:article/efr_0000-0000_1972_act_10_1_1525,Publications de l'École Française de Rome,Conclusione,1972,fre
oai:persee:article/efr_0000-0000_1977_act_30_1_2048,Publications de l'École Française de Rome,Familles nobles et familles marchandes à Pise et en Toscane dans le Bas Moyen-Age,1977,fre
oai:persee:article/efr_0000-0000_1977_act_30_1_2024,Publications de l'École Française de Rome,Présentation de l'enquête sur «Famille et sexualité au Moyen Age »,1977,fre
oai:persee:article/inrp_0000-0000_1982_ant_1_1_3566,Publications de l'Institut national de recherche pédagogique,22 mars 1879. Rapport et décret relatifs aux déléguées générales pour l'inspection des salles d'asile,1982,fre
oai:persee:article/inrp_0000-0000_1982_ant_1_1_3585,Publications de l'Institut national de recherche pédagogique,"18 janvier 1887. Instruction spéciale concernant la construction, le mobilier et le matériel d'enseignement des écoles maternelles publiques (Annexe C de l'Arrêté Organique)",1982,fre
oai:persee:article/inrp_0000-0000_1982_ant_1_1_3569,Publications de l'Institut national de recherche pédagogique,8 octobre 1880. Circulaire aux préfets relative à la nomination des femmes d'instituteurs aux fonctions d'adjointes chargées des enfants de moins de 7 ans réunis dans une classe enfantine,1982,fre
oai:persee:article/linly_0366-1326_1935_num_4_2_12699,Publications de la Société Linnéenne de Lyon,Envois et dons à la bibliothèque,1935,fre
oai:persee:article/linly_0366-1326_1935_num_4_8_9082,Publications de la Société Linnéenne de Lyon,"Etude sur la faune des Cladocères et des Copédodes de la région moyenne des Alpes françaises, par J. Pelosse, 1934",1935,fre
oai:persee:article/linly_0366-1326_1935_num_4_5_9054_t1_0082_0000_2,Publications de la Société Linnéenne de Lyon,"Ch.-H.-T. Townsend, Manuel of Myiobgy, Part I, 1934",1935,fre
oai:persee:article/cdval_0000-0000_1968_num_2_1_930,Publications du Comité du vieil Alger,Les Arabes,1968,fre
oai:persee:article/cdval_0000-0000_1968_num_2_1_935,Publications du Comité du vieil Alger,Résumé statistique et réflexions,1968,fre
oai:persee:article/cdval_0000-0000_1968_num_1_1_950,Publications du Comité du vieil Alger,Couverture,1968,fre
oai:persee:article/mhnly_0374-5465_1887_num_4_1_947,Publications du musée des Confluences,Faune malacologique des terrains néogènes de la Roumanie,1887,fre
oai:persee:article/mhnly_0374-5465_1872_num_1_1_1606,Publications du musée des Confluences,Planches hors-texte,1872,fre
oai:persee:article/mhnly_0374-5465_1887_num_4_1_946,Publications du musée des Confluences,Note sur le Rhyzoprion bariensis de Jourdan,1887,fre
oai:persee:article/quad_0987-1381_1987_num_1_1_2098_t1_0097_0000_15,Quaderni,"RINGLE M., Philosophical Perspectives in Artificial Intelligence",1987,fre
oai:persee:article/quad_0987-1381_1987_num_1_1_2093,Quaderni,Aux origines de l'Intelligence Artificielle : H. A. Simon en père fondateur,1987,fre
oai:persee:article/quad_0987-1381_1987_num_1_1_2097,Quaderni,"Document : Esprits, cerveaux et programmes",1987,fre
oai:persee:article/quate_0004-5500_1964_num_1_1_1115,Quaternaire,Notes d'excursion dans la région de Fontainebleau,1964,fre
oai:persee:article/quate_0004-5500_1964_num_1_1_1102,Quaternaire,Notes d'excursion,1964,fre
oai:persee:article/quate_0004-5500_1964_num_1_1_1103,Quaternaire,Les Pierres de la Justice à Epône,1964,fre
oai:persee:article/raipr_0033-9075_1966_num_1_1_1846,Raison présente,Mémoire et molécules,1966,fre
oai:persee:article/raipr_0033-9075_1967_num_3_1_1186,Raison présente,"Claude Lévi-Strauss, anthropologue et philosophe",1967,fre
oai:persee:article/raipr_0033-9075_1967_num_3_1_4519,Raison présente,Livres reçus,1967,fre
oai:persee:article/refor_0988-1824_1987_num_2_1_900,Recherche & Formation,"Les textes officiels de la formation initiale des instituteurs, en France, de 1979 à 1986 (textes officiels et mise en œuvre d'une formation)",1987,fre
oai:persee:article/refor_0988-1824_1987_num_1_1_894_t1_0127_0000_1,Recherche & Formation,"Dunkin (M.E.), De Landsheere (G.L.) éd. — Articles sur l'activité et la formation des enseignants in Husen (T.), Postlewhaite (N.) éd. — The International Encyclopedia of Education : Research and studies, 1985",1987,fre
oai:persee:article/refor_0988-1824_1988_num_3_1_1967_t1_0128_0000_2,Recherche & Formation,"Tamir (Pinchas), Hofstein (Avi), Ben-Peretz (Miriam), ed. — Preservice and inservice education of science teacher, 1983",1988,fre
oai:persee:article/ranam_0557-6989_1971_num_4_1_909,Recherches anglaises et nord-américaines,Love’s Labour Lost et The Case is Altered,1971,fre
oai:persee:article/ranam_0557-6989_1971_num_4_1_912,Recherches anglaises et nord-américaines,"L’œuvre de Mary Mc Carthy devant la critique : première bibliographie des livres, articles et recensions parus jusqu’en 1970",1971,fre
oai:persee:article/ranam_0557-6989_1970_num_3_1_1844,Recherches anglaises et nord-américaines,La conception de la vérité dans les oeuvres de Joseph Hall (1572-1656),1970,fre
oai:persee:article/rap_1240-3474_1989_num_1_1_861,Recherches en anthropologie au Portugal,L'Ethnomusicologie au Portugal des origines à nos jours:,1989,fre
oai:persee:article/rap_1240-3474_1989_num_1_1_866,Recherches en anthropologie au Portugal,"En annexe: ""Le Bouquet d'épis"":",1989,fre
oai:persee:article/rap_1240-3474_1989_num_1_1_878,Recherches en anthropologie au Portugal,Présentation d'un centre de recherches : le Centro de Estudos de Antropologia Social de l'Instituto Superior de Ciências do Trabalho e da Empresa,1989,fre
oai:persee:article/reger_0399-1989_1971_num_1_1_887,Recherches Germaniques,E. T. A. Hoffmann : Die Abenteuer der Silvester-Nacht. Le double visage,1971,fre
oai:persee:article/reger_0399-1989_1971_num_1_1_886,Recherches Germaniques,Helena,1971,fre
oai:persee:article/reger_0399-1989_1972_num_2_1_901,Recherches Germaniques,À propos d’une lettre inédite de Lavater à B.F. de Turckheim à Strasbourg,1972,fre
oai:persee:article/rint_0294-3069_1981_num_1_1_2586,Recherches Internationales,Présentation,1981,fre
oai:persee:article/rint_0294-3069_1981_num_1_1_2595_t1_0185_0000_6,Recherches Internationales,"Charles-Robert Ageron : Histoire de 1 'Algérie contemporaine, tome 2/1871-1954, Paris, P. U. F., 1979",1981,fre
oai:persee:article/rint_0294-3069_1981_num_1_1_2593,Recherches Internationales,Lecture des mémoires de H. Kissinger,1981,fre
oai:persee:article/rde_0769-0886_1995_num_18_1_1289,Recherches sur Diderot et sur l'Encyclopédie,Diderot et les sciences de la vie dans l'Encyclopédie,1995,fre
oai:persee:article/rde_0769-0886_1995_num_18_1_1298,Recherches sur Diderot et sur l'Encyclopédie,De l'Encyclopédie aux encyclopédies : proposer et communiquer un état du savoir,1995,fre
oai:persee:article/rde_0769-0886_1995_num_18_1_1292,Recherches sur Diderot et sur l'Encyclopédie,Quand Diderot faisait le plan d'une université,1995,fre
oai:persee:article/rmv_0034-1843_1876_num_53_1_1225,Recueil de Médecine Vétérinaire,Élèves diplômés en 1876 dans les trois Écoles vétérinaires de France,1876,fre
oai:persee:article/rmv_0034-1843_1876_num_53_1_1206,Recueil de Médecine Vétérinaire,De l’influence de l’alimentation sur le développement des maladies contagieuses,1876,fre
oai:persee:article/rmv_0034-1843_1876_num_53_1_1219,Recueil de Médecine Vétérinaire,Rhumatisme articulaire aigu ayant au début les caractères d'une Lymphangite extrêmement douloureuse sur le cheval n°3490 de la 5e batterie,1876,fre
oai:persee:article/rhren_0181-6799_1975_num_1_1_907,"Réforme, Humanisme, Renaissance",Le thème de la mort dans la poésie française de 1450 à 1550,1975,fre
oai:persee:article/rhren_0181-6799_1975_num_1_1_2777,"Réforme, Humanisme, Renaissance",Colloques,1975,fre
oai:persee:article/rhren_0181-6799_1975_num_2_1_930,"Réforme, Humanisme, Renaissance",L'idée de race en France au XVIe et au début du XVIIe siècle,1975,fre
oai:persee:article/reper_0755-7906_1973_num_20_1_1171,Repères. Recherches en didactique du français langue maternelle,Épreuves de créativité,1973,fre
oai:persee:article/reper_0755-7906_1973_num_19_1_1156,Repères. Recherches en didactique du français langue maternelle,b) Sondage langage-lecture (C.P. -C.E.1),1973,fre
oai:persee:article/reper_0755-7906_1973_num_19_1_1150,Repères. Recherches en didactique du français langue maternelle,a) Recherche d'indices différentiels des pédagogies pratiquées au CM1,1973,fre
oai:persee:article/reso_004357302_1997_mon_1_1_3851,Réseaux. Communication - Technologie - Société,Introduction,1997,fre
oai:persee:article/reso_004357302_1997_mon_1_1_3848,Réseaux. Communication - Technologie - Société,Sens communs. De quelques avatars historiques de la notion d'opinion publique,1997,fre
oai:persee:article/reso_004357302_1997_mon_1_1_3835,Réseaux. Communication - Technologie - Société,Innovation et répétition : entre esthétiques moderne et post-moderne,1997,fre
oai:persee:article/rao_0767-709x_1985_num_2_1_884_t1_0147_0000_5,Revue archéologique de l'ouest,Josette Renault-Miskovsky : L'environnement au temps de la Préhistoire. Méthodes et modèles.,1985,fre
oai:persee:article/rao_0767-709x_1985_num_2_1_879,Revue archéologique de l'ouest,"César, Strabon et les Vénètes : un faux «emporion»",1985,fre
oai:persee:article/rao_0767-709x_1985_num_2_1_882,Revue archéologique de l'ouest,Trésor monétaire du XVIIIe siècle à Picauville (Manche),1985,fre
oai:persee:article/ran_0557-7705_1976_num_9_1_996,Revue archéologique de Narbonnaise,Note sur l'habitat protohistorique de Port-Vielh à Aigues-Mortes (Gard),1976,fre
oai:persee:article/ran_0557-7705_1970_num_3_1_911,Revue archéologique de Narbonnaise,Six tumulus du Causse Méjan (Lozère),1970,fre
oai:persee:article/ran_0557-7705_1970_num_3_1_912,Revue archéologique de Narbonnaise,Annexe. Note sur un sujet hallstattien des Causses,1970,fre
oai:persee:article/pica_0752-563x_1971_num_1_1_961,Revue archéologique de Picardie,Le site du bois d'Ageux à Longueil-Sainte-Marie (Oise) - (1è partie),1971,fre
oai:persee:article/pica_0752-563x_1972_num_2_1_977,Revue archéologique de Picardie,Découvertes et documents,1972,fre
oai:persee:article/pica_0752-563x_1972_num_2_1_973,Revue archéologique de Picardie,Le trésor monétaire de Saint-Sauveur (Oise),1972,fre
oai:persee:article/racf_0035-0753_1962_num_1_2_3000_t1_0165_0000_5,Revue archéologique du Centre de la France,"Dautrement (Léon). — ""Les sept ponts brivois"" in Bulletin Soc. Scientifique, historique et archéologique de la Corrèze 1959",1962,fre
oai:persee:article/racf_0035-0753_1962_num_1_1_999_t1_0085_0000_3,Revue archéologique du Centre de la France,"Morel (Dr Ch.) et BARDY (R.). — ""La statue et le monument de Langlade (Commune de Brenoux - Lozère)"" in Bulletin de la Soc. des Lettres, Sciences et Arts de la Lozère - nouv. série n° 5 - année 1959",1962,fre
oai:persee:article/racf_0035-0753_1964_num_3_4_1182,Revue archéologique du Centre de la France,Revue bibilographique régionale,1964,fre
oai:persee:article/rbph_0035-0818_1932_num_11_3_1381,Revue belge de philologie et d'histoire,Problèmes d'attribution et de composition (suite),1932,fre
oai:persee:article/rbph_0035-0818_1932_num_11_1_1371_t1_0287_0000_2,Revue belge de philologie et d'histoire,"Benoist d'Anthenay (Jean). Le premier administrateur de l'Alsace française, Jacques de la Grange, intendant d'Alsace de 1673 à 1698",1932,fre
oai:persee:article/rbph_0035-0818_1931_num_10_1_1347_t1_0232_0000_2,Revue belge de philologie et d'histoire,Huchon (R.). Histoire de la langue anglaise,1931,fre
oai:persee:article/arsci_0399-1237_1979_num_3_1_1100,Revue d'Archéométrie,Datation relative par thermoluminescence Méthode D.A.T.E,1979,fre
oai:persee:article/arsci_0399-1237_1978_num_2_1_1277,Revue d'Archéométrie,Rappel du sommaire n°1 de 1977,1978,fre
oai:persee:article/arsci_0399-1237_1978_num_2_1_1096,Revue d'Archéométrie,Utilisation des réactions nucléaires induites par les protons pour l'étude des monnaies d'argent et d'or.,1978,fre
oai:persee:article/revec_0040-3865_1931_num_1_1_2522_t1_0063_0000_4,Revue d'Écologie (La Terre et La Vie),"P. Vayssière : Les Insectes nuisibles au Cotonnier dans les Colonies françaises. — Faune des Colonies françaises, tome IV, Société d’Éditions géographiques, maritimes et coloniales, Paris, 1930",1931,fre
oai:persee:article/revec_0040-3865_1931_num_1_1_2522_t1_0064_0000_2,Revue d'Écologie (La Terre et La Vie),"J. Bailly-Maître : La Couleur de la robe (Contribution à l’étude des races canines). — Éditions de l’Éleveur, Paris",1931,fre
oai:persee:article/revec_0040-3865_1931_num_1_1_2517,Revue d'Écologie (La Terre et La Vie),"La Végétation des Açores. — La flore indigène, la flore introduite et les principales cultures",1931,fre
oai:persee:article/recod_1245-4060_1993_num_1_3_886,Revue d'économie du développement,Les apports de la théorie des choix publics à l'analyse des problèmes de développement,1993,fre
oai:persee:article/recod_1245-4060_1993_num_1_2_878,Revue d'économie du développement,L'intégration économique en Afrique de l'Ouest : problèmes et stratégies,1993,fre
oai:persee:article/recod_1245-4060_1993_num_1_3_884,Revue d'économie du développement,Une analyse économétrique de la demande d'éducation en Côte-d'Ivoire,1993,fre
oai:persee:article/rei_0154-3229_1977_num_2_1_1864,Revue d'économie industrielle,Pour une approche systématique du risque de change,1977,fre
oai:persee:article/rei_0154-3229_1977_num_1_1_1848,Revue d'économie industrielle,A propos de l'Economie Industrielle,1977,fre
oai:persee:article/rei_0154-3229_1977_num_1_1_1850,Revue d'économie industrielle,L'effet des mesures de politique économique concernant les entreprises : Une méthode d'analyse,1977,fre
oai:persee:article/enfac_0152-5611_1978_num_3_1_954,Revue d'en face,"""Mujeres"". « Des Latino-américaines », aux éditions des Femmes",1978,fre
oai:persee:article/enfac_0152-5611_1978_num_3_1_1347,Revue d'en face,"Les Cahiers du GRIF, n° 17, sept. 77. 14, rue du Musée, 1000 Bruxelles",1978,fre
oai:persee:article/enfac_0152-5611_1978_num_3_1_957,Revue d'en face,"""Union maids"". Film américain de Julia Reichért, Jim Klein et Miles Mogulescu bientôt diffusé en France",1978,fre
oai:persee:article/receo_0035-1415_1971_num_2_3_1045,Revue d'études comparatives Est-Ouest,Les relations financières américano-soviétique,1971,fre
oai:persee:article/receo_0035-1415_1971_num_2_1_1026,Revue d'études comparatives Est-Ouest,Resumes des articles,1971,fre
oai:persee:article/receo_0035-1415_1970_num_1_1_995,Revue d'études comparatives Est-Ouest,Le houliganisme en Union Soviétique,1970,fre
oai:persee:article/rhef_0300-9505_1910_num_1_2_1911,Revue d'histoire de l'Église de France,L'élection du pape Jean XXII (suite),1910,fre
oai:persee:article/rhef_0300-9505_1910_num_1_1_1908,Revue d'histoire de l'Église de France,Les suppliques présentées pour Bossuet pour obtenir les bulles de Meaux,1910,fre
oai:persee:article/rhef_0300-9505_1910_num_1_2_1919,Revue d'histoire de l'Église de France,III. Chroniques,1910,fre
oai:persee:article/pharm_0035-2349_1976_num_64_230_1734_t1_0198_0000_2,Revue d'Histoire de la Pharmacie,"Le journal du médecin Felix Platter : Valentin Lötscher, Felix Platter : Tagebuch (Lebensbeschreibung) 1536-1567",1976,fre
oai:persee:article/pharm_0035-2349_1976_num_64_231_2834,Revue d'Histoire de la Pharmacie,Eugène-Humbert Guitard (1884-1976) : secrétaire perpétuel de la Société d'Histoire de la Pharmacie,1976,fre
oai:persee:article/pharm_0035-2349_1976_num_64_231_2076_t1_0276_0001_4,Revue d'Histoire de la Pharmacie,"Pl. XLII : Albarel Castelli, XVIIIe siècle. Peint. en polychromie d'un décor floral encadrant une Vierge à l'enfant (Paris, coll. L. Cotinat)",1976,fre
